42, 10173.172852 39 15 62 69 41 103 48 97 32 58 18 50 40 53 90 39 105 45 83 21;
43, 10151.041992 38 15 61 67 41 102 47 97 33 60 19 49 38 54 89 39 105 46 85 22;
44, 10131.082031 37 16 60 65 42 101 47 98 34 61 19 49 36 55 88 38 106 47 87 22;
45, 10109.887695 37 16 60 63 43 100 46 98 35 63 19 48 34 55 87 38 106 48 89 22;
46, 10079.082031 36 16 59 63 43 100 46 98 35 63 19 48 34 55 87 38 106 48 91 23;
47, 10058.102539 38 16 58 61 44 99 46 99 36 65 19 47 32 56 86 37 107 49 91 24;
48, 10037. 40 16 57 59 45 98 45 99 37 67 19 46 30 57 85 37 107 49 92 25;
49, 10017.00293 41 17 56 57 46 97 45 100 38 69 20 45 28 58 84 36 108 50 93 26;
50, 9997.007812 43 17 56 55 46 97 44 100 38 70 20 45 26 59 83 35 108 51 93 27;
51, 9976.536133 45 17 55 53 47 96 43 101 39 72 20 44 24 59 81 36 108 51 94 27;
52, 9951.007812 47 17 54 52 48 95 43 101 40 74 20 43 22 60 79 36 107 51 94 28;
53, 9931.525391 49 18 53 50 49 94 42 102 41 76 21 42 21 61 77 37 106 50 95 29;
54, 9903.030273 50 18 53 48 50 93 42 103 42 78 21 41 19 62 75 38 105 50 95 30;
55, 9883.012695 52 18 52 46 50 92 41 103 43 80 21 41 17 63 73 39 104 49 96 31;
56, 9863.05 54 18 51 44 51 91 41 104 44 81 21 40 15 63 71 40 104 49 96 32;
57, 9842.585938 56 18 50 42 52 90 40 104 44 83 21 39 15 62 69 41 103 48 97 32;
58, 9810.219727 58 19 49 40 53 90 39 105 45 85 22 38 15 61 67 41 102 47 97 33;
59, 9773.006836 60 19 49 38 54 89 39 105 46 87 22 37 16 60 65 42 101 47 98 34;
60, 9753.014648 61 19 48 36 55 88 38 106 47 89 22 37 16 60 63 43 100 46 98 35;
61, 9733.02832 63 19 47 34 55 87 38 106 48 91 23 38 16 59 61 44 99 46 99 36;
62, 9713.042969 65 19 46 32 56 86 37 107 49 91 24 40 16 58 59 45 98 45 99 37;
63, 9693. 67 20 45 30 57 85 37 107 49 92 25 41 16 57 57 46 97 45 100 38;
64, 9673.012695 69 20 45 28 58 84 36 108 50 93 26 43 17 56 55 46 97 44 100 38;
65, 9651.010742 70 20 44 26 59 83 35 108 51 93 27 45 17 56 53 47 96 43 101 39;
66, 9631.009766 72 20 43 24 59 81 36 108 51 94 27 47 17 55 52 48 95 43 101 40;
67, 9611.004883 74 21 42 22 60 79 36 107 51 94 28 49 17 54 50 49 94 42 102 41;
68, 9591.024414 76 21 41 21 61 77 37 106 50 95 29 50 18 53 48 50 93 42 103 42;
69, 9571.025391 78 21 41 19 62 75 38 105 50 95 30 52 18 53 46 50 92 41 103 43;
70, 9551.020508 80 21 40 17 63 73 39 104 49 96 31 54 18 52 44 51 91 41 104 44;
71, 9529.072266 81 21 39 15 63 71 40 104 49 96 32 56 18 51 42 52 90 40 104 44;
72, 9511.021484 83 22 38 15 62 69 41 103 48 97 32 58 18 50 40 53 90 39 105 45;
73, 9489.007812 85 22 37 15 61 67 41 102 47 97 33 60 19 49 38 54 89 39 105 46;
74, 9469.02832 87 22 37 16 60 65 42 101 47 98 34 61 19 49 36 55 88 38 106 47;
75, 9448.973633 89 22 36 16 60 63 43 100 46 98 35 63 19 48 34 55 87 38 106 48;
76, 9428.97168 90 23 36 16 60 63 43 100 46 98 35 63 19 48 34 55 87 38 106 48;
77, 9408.974609 91 24 38 16 59 61 44 99 46 99 36 65 19 47 32 56 86 37 107 49;
78, 9388.981445 91 25 40 16 58 59 45 98 45 99 37 67 19 46 30 57 85 37 107 49;
79, 9368.986328 92 26 41 16 57 57 46 97 45 100 38 69 20 45 28 58 84 36 108 50;
80, 9348.97168 93 27 43 17 56 55 46 97 44 100 38 70 20 45 26 59 83 35 108 51;
81, 9328.979492 93 27 45 17 56 53 47 96 43 101 39 72 20 44 24 59 81 36 109 52;
82, 9310.978516 94 28 47 17 55 52 48 95 43 101 40 74 20 43 22 60 79 36 108 51;
83, 9286.983398 94 29 49 17 54 50 49 94 42 102 41 76 21 42 21 61 77 37 107 51;
84, 9266.970703 95 30 50 18 53 48 50 93 42 103 42 78 21 41 19 62 75 38 106 50;
85, 9246.970703 95 31 52 18 53 46 50 92 41 103 43 80 21 41 17 63 73 39 105 50;
86, 9226.988281 96 32 54 18 52 44 51 91 41 104 44 81 21 40 15 63 71 40 104 49;
87, 9206.966797 96 32 56 18 51 42 52 90 40 104 44 83 21 39 15 62 69 41 104 49;
88, 9187.029297 97 33 58 18 50 40 53 90 39 105 45 85 22 38 15 61 67 41 103 48;
89, 9166.97168 97 34 60 19 49 38 54 89 39 105 46 87 22 37 16 60 65 42 102 47;
90, 9146.973633 98 35 61 19 49 36 55 88 38 106 47 89 22 37 16 60 63 43 101 47;
91, 9126.982422 98 36 63 19 48 34 55 87 38 106 48 91 23 38 16 59 61 44 100 46;
92, 9105.375977 99 37 65 19 47 32 56 86 37 107 49 91 24 40 16 58 59 45 99 46;
93, 9074.981445 99 38 67 19 46 30 57 85 37 107 49 92 25 41 16 57 57 46 98 45;
94, 9053.703125 100 38 69 20 45 28 58 84 36 108 50 93 26 43 17 56 55 46 97 45;
95, 9032.976562 100 39 70 20 45 26 59 83 35 108 51 93 27 45 17 56 53 47 97 44;
96, 9012.975586 101 40 72 20 44 24 59 81 36 108 51 94 27 47 17 55 52 48 96 43;
97, 8992.980469 101 41 74 20 43 22 60 79 36 107 51 94 28 49 17 54 50 49 95 43;
98, 8971.458984 102 42 76 21 42 21 61 77 37 106 50 95 29 50 18 53 48 50 94 42;
99, 8940.986328 103 43 78 21 41 19 62 75 38 105 50 95 30 52 18 53 46 50 93 42;
100, 8921.022461 103 44 80 21 41 17 63 73 39 104 49 96 31 54 18 52 44 51 92 41;
101, 8900.988281 104 44 81 21 40 15 63 71 40 104 49 96 32 56 18 51 42 52 91 41;
102, 8882.992188 104 45 83 21 39 15 62 69 41 103 48 97 32 58 18 50 40 53 90 40;
103, 8859. 105 46 85 22 38 15 61 67 41 102 47 97 33 60 19 49 38 54 90 39;
104, 8837.884766 105 47 87 22 37 16 60 65 42 101 47 98 34 61 19 49 36 55 89 39;
105, 8807.027344 106 48 89 22 37 16 60 63 43 100 46 98 35 63 19 48 34 55 88 38;
106, 8785.856445 106 49 91 23 38 16 59 61 44 99 46 99 36 65 19 47 32 56 87 38;
107, 8764.976562 107 49 91 24 40 16 58 59 45 98 45 99 37 67 19 46 30 57 86 37;
108, 8744.977539 107 50 92 25 41 16 57 57 46 97 45 100 38 69 20 45 28 58 85 37;
109, 8724.985352 108 51 93 26 43 17 56 55 46 97 44 100 38 70 20 45 26 59 84 36;
110, 8704.301758 108 52 93 27 45 17 56 53 47 96 43 101 39 72 20 44 24 59 83 35;
111, 8673.007812 109 51 94 27 45 17 56 53 47 96 43 101 39 72 20 44 24 59 81 36;
112, 8655.001953 108 51 94 28 47 17 55 52 48 95 43 101 40 74 20 43 22 60 79 36;
113, 8630.977539 107 50 95 29 49 17 54 50 49 94 42 102 41 76 21 42 21 61 77 37;
114, 8611.001953 106 50 95 30 50 18 53 48 50 93 42 103 42 78 21 41 19 62 75 38;
115, 8591.007812 105 49 96 31 52 18 53 46 50 92 41 103 43 80 21 41 17 63 73 39;
116, 8570.635742 104 49 96 32 54 18 52 44 51 91 41 104 44 81 21 40 15 63 71 40;
117, 8551.016602 104 48 97 32 56 18 51 42 52 90 40 104 44 83 21 39 15 62 69 41;
118, 8528.982422 103 47 97 33 58 18 50 40 53 90 39 105 45 85 22 38 15 61 67 41;
119, 8508.985352 102 47 98 34 60 19 49 38 54 89 39 105 46 87 22 37 16 60 65 42;
120, 8487.556641 101 46 98 35 61 19 49 36 55 88 38 106 47 89 22 37 16 60 63 43;
121, 8456.992188 100 46 99 36 63 19 48 34 55 87 38 106 48 91 23 38 16 59 61 44;
122, 8437.011719 99 45 99 37 65 19 47 32 56 86 37 107 49 91 24 40 16 58 59 45;
123, 8417. 98 45 100 38 67 19 46 30 57 85 37 107 49 92 25 41 16 57 57 46;
124, 8397.00293 97 44 100 38 69 20 45 28 58 84 36 108 50 93 26 43 17 56 55 46;
125, 8377.00293 97 43 101 39 70 20 45 26 59 83 35 108 51 93 27 45 17 56 53 47;
126, 8357.34082 96 43 101 40 72 20 44 24 59 81 36 108 51 94 27 47 17 55 52 48;
127, 8337.014648 95 42 102 41 74 20 43 22 60 79 36 107 51 94 28 49 17 54 50 49;
128, 8317.039062 94 42 103 42 76 21 42 21 61 77 37 106 50 95 29 50 18 53 48 50;
129, 8297.047852 93 41 103 43 78 21 41 19 62 75 38 105 50 95 30 52 18 53 46 50;
130, 8277.057617 92 41 104 44 80 21 41 17 63 73 39 104 49 96 31 54 18 52 44 51;
131, 8257.454102 91 40 104 44 81 21 40 15 63 71 40 104 49 96 32 56 18 51 42 52;
132, 8236.71 90 39 105 45 83 21 39 15 62 69 41 103 48 97 32 58 18 50 40 53;
133, 8207.041016 90 39 105 46 85 22 38 15 61 67 41 102 47 97 33 60 19 49 38 54;
134, 8185.746094 89 38 106 47 87 22 37 16 60 65 42 101 47 98 34 61 19 49 36 55;
135, 8165.07959 88 38 106 48 89 22 37 16 60 63 43 100 46 98 35 63 19 48 34 55;
136, 8145.092773 87 37 107 49 91 23 38 16 59 61 44 99 46 99 36 65 19 47 32 56;
137, 8125.081543 86 37 107 49 91 24 40 16 58 59 45 98 45 99 37 67 19 46 30 57;
138, 8104.39209 85 36 108 50 92 25 41 16 57 57 46 97 45 100 38 69 20 45 28 58;
139, 8073.14209 84 35 108 51 93 26 43 17 56 55 46 97 44 100 38 70 20 45 26 59;
140, 8052.060547 83 35 109 52 93 27 45 17 56 53 47 96 43 101 39 72 20 44 24 59;
141, 8031.056152 82 36 109 52 93 27 45 17 56 53 47 96 43 101 39 72 20 44 24 59;
142, 8011.074707 81 36 108 51 94 27 47 17 55 51 48 95 43 101 40 74 20 43 22 60;
143, 7991.068359 79 37 107 51 94 28 49 17 54 50 49 94 42 102 41 76 21 42 21 61;
144, 7970.706055 77 38 106 50 95 29 50 18 53 48 50 93 42 103 42 78 21 41 19 62;
145, 7951.052246 75 39 105 50 95 30 52 18 53 46 50 92 41 103 43 80 21 41 17 63;
146, 7931.058105 73 40 104 49 96 31 54 18 52 44 51 91 41 104 44 81 21 40 15 63;
147, 7913.057129 71 41 104 49 96 32 56 18 51 42 52 90 40 104 44 83 21 39 15 62;
148, 7889.089355 69 41 103 48 97 32 58 18 50 40 53 90 39 105 45 85 22 38 15 61;
149, 7869.07 67 42 102 47 97 33 60 19 49 38 54 89 39 105 46 87 22 37 16 60;
150, 7849.074219 65 43 101 47 98 34 61 19 49 36 55 88 38 106 47 89 22 37 16 60;
151, 7829.023926 63 44 100 46 98 35 63 19 48 34 55 87 38 106 48 91 23 38 16 59;
152, 7809.050293 61 45 99 46 99 36 65 19 47 32 56 86 37 107 49 91 24 40 16 58;
153, 7789.04248 59 46 98 45 99 37 67 19 46 30 57 85 37 107 49 92 25 41 16 57;
154, 7769.248535 57 46 97 45 100 38 69 20 45 28 58 84 36 108 50 93 26 43 17 56;
155, 7737.02 55 47 97 44 100 38 70 20 45 26 59 83 35 108 51 93 27 45 17 56;
156, 7717.320312 53 48 96 43 101 39 72 20 44 24 59 81 36 108 51 94 27 47 17 55;
157, 7697.342285 51 49 95 43 101 40 74 20 43 22 60 79 36 107 51 94 28 49 17 54;
158, 7677.376953 50 50 94 42 102 41 76 21 42 21 61 77 37 106 50 95 29 50 18 53;
159, 7657.068848 48 50 93 42 103 42 78 21 41 19 62 75 38 105 50 95 30 52 18 53;
160, 7636.336914 46 51 92 41 103 43 80 21 41 17 63 73 39 104 49 96 31 54 18 52;
161, 7605.121094 44 52 91 41 104 44 81 21 40 15 63 71 40 104 49 96 32 56 18 51;
162, 7587.033203 42 53 90 40 104 44 83 21 39 15 62 69 41 103 48 97 32 58 18 50;
163, 7563.06 40 54 90 39 105 45 85 22 38 15 61 67 41 102 47 97 33 60 19 49;
164, 7543.062988 38 55 89 39 105 46 87 22 37 16 60 65 42 101 47 98 34 61 19 49;
165, 7523.058105 36 55 88 38 106 47 89 22 37 16 60 63 43 100 46 98 35 63 19 48;
166, 7502.553711 34 56 87 38 106 48 91 23 38 16 59 61 44 99 46 99 36 65 19 47;
167, 7481.026367 32 57 86 37 107 49 91 24 39 16 58 59 45 98 45 99 37 67 19 46;
168, 7461.029785 30 58 85 37 107 49 92 25 41 16 57 57 46 97 45 100 38 69 20 45;
169, 7441.554199 28 59 84 36 108 50 93 26 43 17 56 55 46 97 44 100 38 70 20 45;
170, 7419.924805 26 59 83 35 108 51 93 27 45 17 56 53 47 96 43 101 39 72 20 44;
171, 7397.044434 24 60 81 36 108 51 94 27 47 17 55 52 48 95 43 101 40 74 20 43;
172, 7377.028809 22 61 79 36 107 51 94 28 49 17 54 50 49 94 42 102 41 76 21 42;
173, 7357.04 21 62 77 37 106 50 95 29 50 18 53 48 50 93 42 103 42 78 21 41;
174, 7336.096191 19 63 75 38 105 50 95 30 52 18 53 46 50 92 41 103 43 80 21 41;
175, 7313.026367 17 64 73 39 104 49 96 31 54 18 52 44 51 91 41 104 44 81 21 40;
176, 7293.035156 15 63 73 39 104 49 96 31 54 18 52 44 51 91 41 104 44 81 21 40;
177, 7275.353027 15 62 71 40 104 49 96 32 56 18 51 42 52 90 40 104 44 83 21 39;
178, 7252.622559 15 61 69 41 103 48 97 32 58 18 50 40 53 90 39 105 45 85 22 38;
179, 7229.027832 15 60 67 41 102 47 97 33 59 19 49 38 54 89 39 105 46 87 22 37;
180, 7209.033691 16 60 65 42 101 47 98 34 61 19 49 36 55 88 38 106 47 89 22 37;
181, 7189.0625 16 59 63 43 100 46 98 35 63 19 48 34 55 87 38 106 48 91 23 36;
182, 7168.56543 16 58 61 44 99 46 99 36 65 19 47 32 56 86 37 107 49 91 24 38;
183, 7135.298828 16 57 59 45 98 45 99 37 67 19 46 30 57 85 37 107 49 92 25 39;
184, 7101.023926 16 56 57 46 97 45 100 38 69 20 45 28 58 84 36 108 50 93 26 41;
185, 7082.986328 17 56 55 46 97 44 100 38 70 20 45 26 59 83 35 108 51 93 27 43;
186, 7061.032715 17 55 53 47 96 43 101 39 72 20 44 24 59 81 36 108 51 94 27 45;
187, 7041.035645 17 54 52 48 95 43 102 40 74 20 43 22 60 79 36 107 51 94 28 47;
188, 7021.071289 17 53 50 49 94 42 102 41 76 21 42 21 61 77 37 106 50 95 29 49;
189, 7001.603027 18 53 48 50 93 42 103 42 78 21 41 19 62 75 38 105 50 95 30 50;
190, 6979.034668 18 52 46 50 92 41 103 43 79 21 41 17 63 73 39 104 49 96 31 52;
191, 6959.04541 18 51 44 51 91 41 104 44 81 21 40 15 63 71 40 104 49 96 32 54;
192, 6941.035156 18 50 42 52 90 40 104 44 83 21 39 15 62 69 41 103 48 97 32 56;
193, 6917.450684 18 49 40 53 90 39 105 45 85 22 38 15 61 67 41 102 47 97 33 58;
194, 6884.843262 19 49 38 54 89 39 105 46 87 22 37 16 60 65 42 101 47 98 34 59;
195, 6851.786133 19 48 36 55 88 38 106 47 89 22 37 16 60 63 43 100 46 98 35 61;
196, 6818.30127 19 47 34 55 87 38 106 48 91 23 38 16 59 61 44 99 46 99 36 63;
197, 6783.04834 19 46 32 56 86 37 107 49 91 24 39 16 58 59 45 98 45 99 37 65;
198, 6765.020996 19 45 30 57 85 37 107 49 92 25 41 16 57 57 46 97 45 100 38 67;
199, 6743.032715 20 45 28 58 84 36 108 50 93 26 43 17 56 55 46 97 44 100 38 69;
200, 6723.04248 20 44 26 59 83 35 108 51 93 26 45 17 56 53 47 96 43 101 39 70;
201, 6703.068848 20 43 24 60 81 36 108 51 94 27 47 17 55 52 48 95 43 102 40 72;
202, 6684.470215 20 42 22 60 79 36 107 51 94 28 49 17 54 50 49 94 42 102 41 74;
203, 6661.035645 21 41 21 61 77 37 106 50 95 29 50 18 53 48 50 93 42 103 42 76;
204, 6641.037598 21 41 19 62 75 38 105 50 95 30 52 18 53 46 50 92 41 103 43 78;
205, 6621.058594 21 40 17 63 73 39 104 49 96 31 54 18 52 44 51 91 41 104 44 79;
206, 6600.02 21 39 15 63 71 40 104 49 96 32 56 18 51 42 52 90 40 104 44 81;
207, 6566.910645 21 38 15 62 69 41 103 48 97 32 58 18 50 40 53 90 39 105 45 83;
208, 6532.991211 22 37 15 61 67 41 102 47 97 33 59 19 49 38 54 89 39 105 46 85;
209, 6514.493652 22 37 16 60 65 42 101 47 98 34 61 19 49 36 55 88 38 106 47 87;
210, 6492.99707 22 36 16 60 63 43 100 46 98 35 63 19 48 34 55 87 38 106 48 89;
211, 6473. 22 36 16 60 63 43 100 46 98 35 63 19 48 34 55 87 38 106 48 90;
212, 6453.005859 23 38 16 59 61 44 99 46 99 36 65 19 47 32 56 86 37 107 49 91;
213, 6432.42 24 39 16 58 59 45 98 45 99 37 67 19 46 30 57 85 37 107 49 91;
214, 6399.015625 25 41 16 57 57 46 97 45 100 38 69 20 45 28 58 84 36 108 50 92;
215, 6379.030762 26 43 17 57 55 46 97 44 100 38 70 20 45 26 59 83 35 108 51 93;
216, 6359.014648 26 45 17 56 53 47 96 43 101 39 72 20 44 24 60 81 36 109 52 93;
217, 6341.191895 27 47 17 55 51 48 95 43 101 40 74 20 43 22 60 79 36 108 51 94;
218, 6319.037598 28 49 17 54 50 49 94 42 102 41 76 21 42 21 61 77 37 107 51 94;
219, 6298.476074 29 50 18 53 48 50 93 42 103 42 78 21 41 19 62 75 38 106 50 95;
220, 6265.99707 30 52 18 53 46 50 92 41 103 43 79 21 41 17 63 73 39 105 50 95;
221, 6231.21875 31 54 18 52 44 51 91 41 104 43 81 21 40 15 63 71 40 104 49 96;
222, 6213.178223 32 56 18 51 42 52 90 40 104 44 83 21 39 15 62 69 41 104 49 96;
223, 6187.262207 32 58 18 50 40 53 90 39 105 45 85 22 38 15 61 67 41 103 48 97;
224, 6166.1 33 59 19 49 38 54 89 39 105 46 87 22 37 16 60 65 42 102 47 97;
225, 6134.433105 34 61 19 49 36 55 88 38 106 47 89 22 37 16 60 63 43 101 47 98;
226, 6059.043945 35 63 19 48 34 55 87 38 106 48 91 23 38 16 59 61 44 100 46 98;
227, 6041.041504 36 65 19 47 32 56 86 37 107 49 91 24 39 16 58 59 45 99 46 99;
228, 6019.052246 37 67 19 46 30 57 85 37 107 49 92 25 41 16 57 57 46 98 45 99;
229, 5998.327637 38 69 20 45 28 58 84 36 108 50 93 26 43 17 57 55 46 97 45 100;
230, 5967.094238 38 70 20 45 26 59 83 35 108 51 93 27 45 17 56 53 47 97 44 100;
231, 5945.85498 39 72 20 44 24 60 81 36 108 51 94 27 47 17 55 51 48 96 43 101;
232, 5925.041016 40 74 20 43 22 60 79 36 107 51 94 28 49 17 54 50 49 95 43 101;
233, 5905.044434 41 76 21 42 21 61 77 37 106 50 95 29 50 18 53 48 50 94 42 102;
234, 5885.054199 42 78 21 41 19 62 75 38 105 50 95 30 52 18 53 46 50 93 42 103;
235, 5864.344238 43 79 21 41 17 63 73 39 104 49 96 31 54 18 52 44 51 92 41 103;
236, 5841.047363 43 81 21 40 15 63 71 40 104 49 96 32 56 18 51 42 52 91 41 104;
237, 5825.3 44 83 21 39 15 62 69 41 103 48 97 33 58 18 50 40 53 90 40 104;
238, 5801.085938 45 85 22 38 15 61 67 41 102 47 97 33 59 19 49 38 54 90 39 105;
239, 5780.282715 46 87 22 38 16 60 65 42 101 47 98 34 61 19 49 36 55 89 39 105;
240, 5746.8 47 89 22 37 16 60 63 43 100 46 98 35 63 19 48 34 55 88 38 106;
241, 5713.86084 48 91 23 38 16 59 61 44 99 46 99 36 65 19 47 32 56 87 38 106;
242, 5679.052246 49 91 24 40 16 58 59 45 98 45 99 37 67 19 46 30 57 86 37 107;
243, 5659.075195 49 92 25 41 16 57 57 45 97 44 100 38 69 20 45 28 58 85 37 107;
244, 5639.05957 50 93 26 43 17 57 55 46 97 44 100 38 70 20 45 26 59 84 36 108;
245, 5619.07666 51 93 27 45 17 56 53 47 96 43 101 39 72 20 44 24 60 83 35 108;
246, 5599.085449 52 94 27 45 17 56 53 47 96 43 101 39 72 20 44 24 60 81 36 109;
247, 5579.961914 51 94 28 47 17 55 52 48 95 43 101 40 74 20 43 22 60 79 36 108;
248, 5547.044434 51 95 29 49 17 54 50 49 94 42 102 41 76 21 42 21 61 77 37 107;
249, 5527.389648 50 95 30 51 17 53 48 50 93 42 103 42 78 21 41 19 62 75 38 106;
250, 5507.044922 50 96 31 52 18 53 46 50 92 41 103 43 79 21 41 17 63 73 39 105;
251, 5487.050293 49 96 32 54 18 52 44 51 91 40 104 44 81 21 40 15 63 71 40 104;
252, 5467.062988 49 97 33 56 18 51 42 52 90 40 104 44 83 21 39 15 62 69 41 104;
253, 5446.538574 48 97 33 58 18 50 40 53 89 39 105 45 85 22 38 15 61 67 41 103;
254, 5413.041016 47 98 34 60 19 49 38 54 89 39 105 46 87 22 38 16 60 65 42 102;
255, 5393.391602 47 98 35 61 19 49 36 55 88 38 106 47 89 22 37 16 60 63 43 101;
256, 5373.046387 46 99 36 63 19 48 34 55 87 38 106 48 91 23 38 16 59 61 44 100;
257, 5355.066406 46 99 37 65 19 47 32 56 86 37 107 49 91 24 40 16 58 59 45 99;
258, 5333.05957 45 100 38 67 19 46 30 57 85 36 107 50 92 25 41 16 57 57 45 98;
259, 5312.272461 44 100 38 69 20 45 28 58 84 36 108 50 93 26 43 17 57 55 46 97;
260, 5279.042969 44 101 39 71 20 45 26 59 83 35 108 51 93 27 45 17 56 53 47 97;
261, 5259.413086 43 101 40 72 20 44 24 59 80 35 108 52 94 27 47 17 55 52 48 96;
262, 5239.051758 43 102 41 74 20 43 23 60 79 36 107 51 94 28 49 17 54 50 49 95;
263, 5219.050781 42 103 42 76 20 42 21 61 77 37 106 50 95 29 51 17 53 48 50 94;
264, 5199.055664 42 103 43 78 21 42 19 62 75 38 105 50 95 30 52 18 53 46 50 93;
265, 5178.255859 41 104 44 80 21 41 17 63 73 39 104 49 96 31 54 18 52 44 51 92;
266, 5145.339355 40 104 44 82 21 40 15 63 71 40 104 49 96 32 56 18 51 42 52 91;
267, 5129.058105 40 105 45 83 21 39 15 62 69 40 103 48 97 33 58 18 50 40 53 90;
268, 5105.333496 39 105 46 85 22 38 15 61 67 41 102 48 97 33 60 19 49 38 54 89;
269, 5085.053711 39 106 47 87 22 38 16 60 65 42 101 47 98 34 61 19 49 36 55 89;
270, 5065.071777 38 106 48 89 22 37 16 60 63 43 100 46 98 35 63 19 48 34 55 88;
271, 5044.415527 38 107 49 91 23 38 16 59 61 44 99 46 99 36 65 19 47 32 56 87;
272, 5013.04834 37 107 50 92 24 40 16 58 59 44 98 45 99 37 67 19 46 30 57 86;
273, 4992.270996 36 108 50 92 25 41 17 57 57 45 97 45 100 38 69 20 45 28 58 85;
274, 4971.053711 36 108 51 93 26 43 17 56 55 46 97 44 100 38 71 20 45 26 59 84;
275, 4951.035156 35 109 52 93 26 45 17 56 53 47 96 44 101 39 72 20 44 24 59 83;
276, 4931.05 35 109 52 93 26 45 17 56 53 47 96 44 101 39 72 20 44 24 59 82;
277, 4910.039062 35 108 52 94 27 47 17 55 51 48 95 43 101 40 74 20 43 23 60 80;
278, 4879.022949 36 107 51 94 28 49 17 54 49 48 94 42 102 41 76 20 42 21 61 79;
279, 4858.424316 37 106 50 95 29 51 18 53 47 49 93 42 103 42 78 21 42 19 62 77;
280, 4837.45166 38 105 50 96 30 52 18 52 46 50 92 41 103 43 80 21 41 17 63 75;
